Loaded fvecs: 1000 vectors of dimension 128 from /root/work/data/filterbenchmark/ytb_audio/ytb_audio_query_and.fvecs
Loaded label sets: 1000
Loaded label sets: 5000000
Loaded fvecs: 5000000 vectors of dimension 128 from /root/work/data/filterbenchmark/ytb_audio/ytb_audio_base.fvecs
Rebuilding two-tier inverted index for 498335 labelsets...
Found 3862 unique labels
Two-tier index configuration:
  Tier 1 (dense): 1683 labels (freq >= 202)
  Tier 2 (sparse): 2179 labels
  Tier 1 memory: 0.0976437 GB
Building Tier 1 dense bitsets...
Building Tier 2 sparse index...
Two-tier index rebuilt successfully!
Loaded ground truth: 1000
Example: first query has 10
3444340,4222350,2597462,1672995,3070603,1670387,3673399,3415431,1333262,1287160,
ef,recall,qps,dist_comp,hops
3000,0.7333,151.811,16274.2,2906.4
2500,0.7158,180.56,13845.3,2432.23
2000,0.6943,222.933,11340,1955.96
1700,0.6771,259.693,9806.44,1668.89
1400,0.659,312.038,8250.26,1382.1
1100,0.6349,389.96,6657.49,1093.6
1000,0.6268,425.802,6121.81,998.683
900,0.6175,470.815,5589.45,904.803
800,0.608,524.17,5036.95,809.033
700,0.5953,593.336,4480.58,713.006
600,0.5808,679.354,3928.29,617.936
500,0.5634,797.641,3367.56,522.109
400,0.5425,972.338,2809.95,427.813
300,0.5141,1238.82,2227.64,330.302
250,0.4941,1451.11,1927.54,281.04
200,0.4735,1735.11,1621.85,231.193
180,0.4615,1905.24,1496.39,211.244
160,0.4472,2097.02,1360.24,190.49
140,0.4321,2338.08,1231.22,169.55
120,0.4132,2643.81,1094.03,148.475
100,0.3906,3047.76,947.813,125.999
90,0.3744,3359.54,873.364,114.952
80,0.3571,3629.52,799.771,103.846
70,0.3445,4029.15,732.154,93.64
60,0.3214,4536.24,655.958,82.437
55,0.3097,4835.14,619.846,76.697
50,0.296,5156.79,580.907,70.837
45,0.2831,5549.03,542.495,65.158
40,0.2677,5987.26,503.438,59.402
35,0.2474,6618.63,456.976,52.851
30,0.2318,7027.04,429.281,49.03
25,0.2318,7034.3,429.271,49.024
20,0.2318,7030.18,429.26,49.019
15,0.2318,7003.17,429.252,49.014
10,0.2318,7054.84,429.222,49.009
