Loaded fvecs: 40 vectors of dimension 1024 from ./quantile_partitions/ytb_video_equality/ytb_video_equality_Q3_query.fvecs
Loaded label sets: 40
Loaded label sets: 1000000
Loaded fvecs: 1000000 vectors of dimension 1024 from /root/work/data/filterbenchmark/ytb_video/ytb_video_base.fvecs
Rebuilding two-tier inverted index for 160018 labelsets...
Found 3862 unique labels
Two-tier index configuration:
  Tier 1 (dense): 3862 labels (freq >= 2)
  Tier 2 (sparse): 0 labels
  Tier 1 memory: 0.0719641 GB
Building Tier 1 dense bitsets...
Building Tier 2 sparse index...
Two-tier index rebuilt successfully!
Loaded ground truth: 40
Example: first query has 10
603501,594275,379910,439341,898741,599059,592861,896739,913267,443432,
ef,recall,qps,dist_comp,hops
1700,1,1174.48,1116.67,1094.92
1400,1,1219.95,1109.4,1025.83
1100,1,1273.1,1089.22,911.2
1000,1,1300.17,1080.53,863.5
900,1,1331.82,1064.58,809.725
800,1,1411.17,1037.4,749.2
700,1,1475.39,1007.7,677.075
600,1,1566.56,974.575,593.7
500,0.9975,1677.94,938.9,499.25
400,0.995,1819.68,902.975,400.375
300,0.995,2038.72,844,300.5
250,0.995,2204.89,805.875,250.525
200,0.995,2388.78,757.025,200.625
180,0.995,2420.76,734.525,180.675
160,0.995,2542.31,710.75,160.725
140,0.995,2680.32,686,140.875
120,0.995,2857.76,656.05,120.8
100,0.995,3048.02,629.05,100.875
90,0.995,3176.05,612.65,90.925
80,0.9925,3301.77,592.6,80.95
70,0.9925,3470.01,571.9,71
60,0.99,3701.77,540.725,61.1
55,0.99,3874.25,520.15,56.05
50,0.9875,4060.59,498.925,51.025
45,0.985,4274.22,477.925,46.2
40,0.9775,4519.57,450.375,41.3
35,0.97,4915.67,420.4,36.225
30,0.965,5359.03,389.625,31.6
25,0.9575,6012.8,347.925,26.65
20,0.93,7080.82,300.225,21.7
15,0.89,8965.77,244.95,16.675
10,0.8475,11525.1,189.575,12.3
