Loaded fvecs: 40 vectors of dimension 1024 from ./quantile_partitions/ytb_video_containment/ytb_video_containment_Q1_query.fvecs
Loaded label sets: 40
Loaded label sets: 1000000
Loaded fvecs: 1000000 vectors of dimension 1024 from /root/work/data/filterbenchmark/ytb_video/ytb_video_base.fvecs
Rebuilding two-tier inverted index for 160018 labelsets...
Found 3862 unique labels
Two-tier index configuration:
  Tier 1 (dense): 3862 labels (freq >= 2)
  Tier 2 (sparse): 0 labels
  Tier 1 memory: 0.0719641 GB
Building Tier 1 dense bitsets...
Building Tier 2 sparse index...
Two-tier index rebuilt successfully!
Loaded ground truth: 40
Example: first query has 10
783310,638897,230447,43302,602902,607756,37851,439032,598794,902968,
ef,recall,qps,dist_comp,hops
1700,0.9925,2296.97,274.15,274.15
1400,0.9925,2447.96,274.15,274.15
1100,0.9925,2463.38,274.15,274.15
1000,0.9925,2475.42,274.15,274.15
900,0.9925,2486.46,274.15,274.15
800,0.9925,2485.55,274.15,274.15
700,0.9925,2477.64,274.15,274.15
600,0.9925,2473.74,274.15,274.15
500,0.9925,2437.86,274.05,271.475
400,0.9925,2455.52,273.875,262.95
300,0.9925,2548.66,273.475,239.95
250,0.9925,2643.43,272.75,218.325
200,0.9925,2810.29,271.3,189.45
180,0.99,2912.24,270.15,174.225
160,0.9875,3050.38,267.325,157.75
140,0.9875,3239.39,261.9,139.85
120,0.9875,3489.84,252.375,120.05
100,0.9875,3815.64,243.8,100.075
90,0.985,3995.87,241.5,90.025
80,0.98,4182.72,238.375,80.1
70,0.9775,4446.87,232.325,70.175
60,0.975,4762.73,226.95,60.05
55,0.97,4881.5,224.625,55.15
50,0.965,5064.12,220.425,50.125
45,0.96,5295.38,215.525,45.125
40,0.96,5461.79,210.075,40.15
35,0.96,5818.13,203.55,35.3
30,0.96,6048.86,199.875,31.85
25,0.96,6072.09,199.45,30.9
20,0.96,6203.5,198.175,30.175
15,0.955,6296.73,197.025,29.7
10,0.9475,6283.97,196.275,29.325
