Loaded fvecs: 200 vectors of dimension 768 from ./quantile_partitions/tripclick_containment/tripclick_containment_Q4_query.fvecs
Loaded label sets: 200
Loaded label sets: 1055976
Loaded fvecs: 1055976 vectors of dimension 768 from /root/work/data/filterbenchmark/tripclick/tripclick_base.fvecs
Rebuilding two-tier inverted index for 7734 labelsets...
Found 29 unique labels
Two-tier index configuration:
  Tier 1 (dense): 29 labels (freq >= 256)
  Tier 2 (sparse): 0 labels
  Tier 1 memory: 2.61441e-05 GB
Building Tier 1 dense bitsets...
Building Tier 2 sparse index...
Two-tier index rebuilt successfully!
Loaded ground truth: 200
Example: first query has 10
149289,864004,488745,158013,622976,710083,164841,162968,568573,41282,
ef,recall,qps,dist_comp,hops
1700,1,285.455,3388.86,1490.62
1400,1,320.014,3121.26,1356.91
1100,0.9995,374.976,2814.07,1100.18
1000,0.9995,406.207,2700.07,1000.21
900,0.9995,437.191,2576.87,900.285
800,0.999,479.252,2443.6,800.28
700,0.9985,534.15,2299.53,700.295
600,0.9975,605.704,2140.12,600.335
500,0.9965,709.086,1962.31,500.36
400,0.9955,838.029,1760.45,400.45
300,0.992,1049.81,1524.26,300.495
250,0.9895,1212.56,1386.77,250.54
200,0.985,1433.85,1231.07,200.66
180,0.982,1559.16,1160.68,180.73
160,0.977,1707.66,1087.85,160.805
140,0.9755,1893.52,1006.84,140.86
120,0.972,2134.31,919.725,120.99
100,0.9645,2456.31,824.775,101.185
90,0.9595,2658.29,774.335,91.425
80,0.953,2894.54,722.265,81.635
70,0.946,3210.53,662.82,71.64
60,0.939,3607.23,602.4,61.885
55,0.9365,3836.62,570.82,57.035
50,0.93,4108.82,538.76,52.33
45,0.923,4427.88,504.06,47.545
40,0.914,4806.25,467.61,42.7
35,0.9035,5264.02,432.075,38.11
30,0.8885,5618.16,408.43,35.185
25,0.8885,5613.35,408.43,35.185
20,0.8885,5628.03,408.43,35.185
15,0.8885,5639.44,408.43,35.185
10,0.8885,5595.58,408.43,35.185
