Loaded fvecs: 200 vectors of dimension 768 from ./quantile_partitions/tripclick_overlap/tripclick_overlap_Q4_query.fvecs
Loaded label sets: 200
Loaded label sets: 1055976
Loaded fvecs: 1055976 vectors of dimension 768 from /root/work/data/filterbenchmark/tripclick/tripclick_base.fvecs
Rebuilding two-tier inverted index for 7734 labelsets...
Found 29 unique labels
Two-tier index configuration:
  Tier 1 (dense): 29 labels (freq >= 256)
  Tier 2 (sparse): 0 labels
  Tier 1 memory: 2.61441e-05 GB
Building Tier 1 dense bitsets...
Building Tier 2 sparse index...
Two-tier index rebuilt successfully!
Loaded ground truth: 200
Example: first query has 10
280885,508095,746980,150020,974516,351261,277604,339976,341170,364929,
ef,recall,qps,dist_comp,hops
1700,0.995,101.876,16529.7,1701.49
1400,0.9935,121.624,14129.2,1401.88
1100,0.991,151.004,11583,1101.92
1000,0.989,163.753,10701.6,1002.07
900,0.9875,180.636,9796.64,902.17
800,0.985,201.376,8867.77,802.12
700,0.984,228.23,7914.53,702.315
600,0.9785,263.766,6936.34,602.645
500,0.9735,310.601,5926.59,502.835
400,0.965,365.169,4881.56,403.14
300,0.953,454.634,3800.68,303.615
250,0.9455,541.963,3238.04,253.905
200,0.933,668.653,2664.56,204.475
180,0.928,727.041,2434.95,185.01
160,0.9155,816.873,2196.26,165.13
140,0.9055,913.842,1963.45,145.8
120,0.889,1052.23,1721.52,126.085
100,0.869,1232.63,1480.93,106.67
90,0.8605,1345.82,1358.55,96.985
80,0.8475,1475.76,1239.54,87.65
70,0.824,1647.48,1113.86,77.865
60,0.8,1848.45,991.8,68.54
55,0.7865,1988.61,928.87,63.79
50,0.7705,2160.1,863.755,58.955
45,0.7605,2326.85,804.305,54.455
40,0.7345,2534.69,740.15,49.615
35,0.6965,2803.66,671.185,44.465
30,0.6755,3018.74,628.365,41.31
25,0.6755,3034.61,628.365,41.31
20,0.6755,3053.62,628.365,41.31
15,0.6755,3001.61,628.365,41.31
10,0.6755,2998.53,628.365,41.31
