Loaded fvecs: 2000 vectors of dimension 128 from ./quantile_partitions/sift1m_equality/sift1m_equality_Q4_query.fvecs
Loaded label sets: 2000
Loaded label sets: 1000000
Loaded fvecs: 1000000 vectors of dimension 128 from /root/work/data/vecs/sift1m/sift_base.fvecs
Rebuilding two-tier inverted index for 2385 labelsets...
Found 12 unique labels
Two-tier index configuration:
  Tier 1 (dense): 12 labels (freq >= 891)
  Tier 2 (sparse): 0 labels
  Tier 1 memory: 3.39746e-06 GB
Building Tier 1 dense bitsets...
Building Tier 2 sparse index...
Two-tier index rebuilt successfully!
Loaded ground truth: 2000
Example: first query has 10
233646,788424,293100,816347,963124,607524,446442,814878,443511,785530,
ef,recall,qps,dist_comp,hops
1700,0.99995,735.217,5863.79,1702.77
1400,0.99995,872.584,5186.41,1402.91
1100,0.99995,1091.82,4436.33,1103.13
1000,0.99995,1179.36,4166.41,1003.2
900,0.99985,1298.63,3883.6,903.289
800,0.9998,1386.81,3586.77,803.374
700,0.99985,1620.48,3275.61,703.47
600,0.9998,1820.89,2946.1,603.582
500,0.99955,2150.53,2594.03,503.736
400,0.99925,2599.01,2215.56,403.923
300,0.99855,3303.17,1801.61,304.144
250,0.99815,3856.94,1577.9,254.298
200,0.99685,4613.36,1339.66,204.459
180,0.996,5035.39,1239.88,184.568
160,0.995,5533.91,1136.48,164.642
140,0.993,6142.76,1029.49,144.784
120,0.9909,6949.71,918.332,124.93
100,0.98645,7792.17,803.038,105.091
90,0.984,8527.84,742.87,95.1835
80,0.98025,9454.83,681.607,85.316
70,0.9737,10435,618.433,75.4835
60,0.96555,11685.1,553.351,65.674
55,0.9598,12405.8,520.096,60.7605
50,0.9535,13261,486.248,55.912
45,0.9443,14311.5,452.043,51.0465
40,0.93345,15431.6,416.847,46.224
35,0.92145,16791.3,381.538,41.4555
30,0.90345,18512.6,345.192,36.697
25,0.8779,20499.4,307.734,31.9455
20,0.84205,23733,269.642,27.2765
15,0.7882,28157.5,229.161,22.488
10,0.7049,35244.9,186.093,17.676
