Loaded fvecs: 200 vectors of dimension 192 from ./quantile_partitions/yfcc_equality/yfcc_equality_Q4_query.fvecs
Loaded label sets: 200
Loaded label sets: 1000000
Loaded fvecs: 1000000 vectors of dimension 192 from /root/work/data/filterbenchmark/yfcc/yfcc_base.fvecs
Rebuilding two-tier inverted index for 636322 labelsets...
Found 65521 unique labels
Two-tier index configuration:
  Tier 1 (dense): 1318 labels (freq >= 685)
  Tier 2 (sparse): 64203 labels
  Tier 1 memory: 0.0976389 GB
Building Tier 1 dense bitsets...
Building Tier 2 sparse index...
Two-tier index rebuilt successfully!
Loaded ground truth: 200
Example: first query has 10
704054,233979,327752,943751,566775,35468,678251,576166,254139,269674,
ef,recall,qps,dist_comp,hops
1700,0.9975,2222.62,1110.02,1110.02
1400,0.9975,2223.55,1110.02,1110.02
1100,0.997,2292.08,1104.75,1043.55
1000,0.9965,2357.56,1098.56,984.21
900,0.9975,2482.24,1087.49,898.835
800,0.998,2620.5,1069.28,800.115
700,0.998,2856.79,1042.84,700.12
600,0.998,3134,1005.98,600.19
500,0.9975,3431.94,955.6,500.325
400,0.998,4090.37,888.24,400.4
300,0.9985,4872.2,794.625,300.65
250,0.998,5405.47,731.76,250.945
200,0.9975,6293.63,656.92,201.325
180,0.9975,6778.98,622.43,181.365
160,0.9965,7235.48,583.395,161.44
140,0.9975,7970.64,540.85,141.325
120,0.9965,8801.17,494.355,121.485
100,0.996,9901.34,442.96,101.765
90,0.9955,10642.7,415.375,91.935
80,0.994,11395.6,387.025,82.125
70,0.9935,12338.8,354.12,71.975
60,0.9925,13656.6,322.645,62.205
55,0.9915,14492.1,305.15,57.3
50,0.9905,15524.2,286.945,52.34
45,0.986,16465.9,269.02,47.48
40,0.984,17649.6,249.255,42.525
35,0.9815,19147.9,228.77,37.655
30,0.9785,21371.9,207.865,32.91
25,0.962,23730.4,186.6,28.09
20,0.9465,26681.4,163.04,23.32
15,0.921,31378.9,139.02,18.615
10,0.869,38473.8,112.165,13.945
