Loaded fvecs: 40 vectors of dimension 1024 from ./quantile_partitions/ytb_video_equality/ytb_video_equality_Q3_query.fvecs
Loaded label sets: 40
Loaded label sets: 1000000
Loaded fvecs: 1000000 vectors of dimension 1024 from /root/work/data/filterbenchmark/ytb_video/ytb_video_base.fvecs
Rebuilding two-tier inverted index for 160018 labelsets...
Found 3862 unique labels
Two-tier index configuration:
  Tier 1 (dense): 3862 labels (freq >= 2)
  Tier 2 (sparse): 0 labels
  Tier 1 memory: 0.0719641 GB
Building Tier 1 dense bitsets...
Building Tier 2 sparse index...
Two-tier index rebuilt successfully!
Loaded ground truth: 40
Example: first query has 10
603501,594275,379910,439341,898741,599059,592861,896739,913267,443432,
ef,recall,qps,dist_comp,hops
1700,1,1087.08,1116.67,1094.92
1400,1,1137.38,1109.4,1025.83
1100,1,1184.12,1089.22,911.2
1000,1,1210.82,1080.53,863.5
900,1,1244.33,1064.58,809.725
800,1,1290.95,1037.4,749.2
700,1,1340.74,1007.7,677.075
600,1,1420.13,974.575,593.7
500,0.9975,1489.56,938.9,499.25
400,0.995,1634.05,902.975,400.375
300,0.995,1831.59,844,300.5
250,0.995,1972.95,805.875,250.525
200,0.995,2148.88,757.025,200.625
180,0.995,2250.76,734.525,180.675
160,0.995,2361.2,710.75,160.725
140,0.995,2484.72,686,140.875
120,0.995,2650.15,656.05,120.8
100,0.995,2819.51,629.05,100.875
90,0.995,2925.63,612.65,90.925
80,0.9925,3040.2,592.6,80.95
70,0.9925,3207.89,571.9,71
60,0.99,3402.83,540.725,61.1
55,0.99,3554.87,520.15,56.05
50,0.9875,3691.48,498.925,51.025
45,0.985,3885.97,477.925,46.2
40,0.9775,4093.56,450.375,41.3
35,0.97,4471.64,420.4,36.225
30,0.965,4820.67,389.625,31.6
25,0.9575,5454.32,347.925,26.65
20,0.93,6431.75,300.225,21.7
15,0.89,8070.98,244.95,16.675
10,0.8475,10540.8,189.575,12.3
