Loaded fvecs: 1000 vectors of dimension 192 from /root/work/data/filterbenchmark/yfcc/yfcc_query_and.fvecs
Loaded label sets: 1000
Loaded label sets: 1000000
Loaded fvecs: 1000000 vectors of dimension 192 from /root/work/data/filterbenchmark/yfcc/yfcc_base.fvecs
Rebuilding two-tier inverted index for 636322 labelsets...
Found 65521 unique labels
Two-tier index configuration:
  Tier 1 (dense): 1318 labels (freq >= 685)
  Tier 2 (sparse): 64203 labels
  Tier 1 memory: 0.0976389 GB
Building Tier 1 dense bitsets...
Building Tier 2 sparse index...
Two-tier index rebuilt successfully!
Loaded ground truth: 1000
Example: first query has 10
577787,832512,846968,99386,614434,179818,198868,424759,624923,874347,
ef,recall,qps,dist_comp,hops
3000,0.9973,2822.92,763.282,763.282
2500,0.9973,2844.57,763.282,763.282
2000,0.9973,2852.38,762.733,760.114
1700,0.9972,2886.41,757.181,743.939
1400,0.9971,2993.97,737.464,702.004
1100,0.997,3190.76,702.588,629.296
1000,0.9967,3314.78,687.821,597.419
900,0.9966,3474.01,671.087,560.369
800,0.996,3641.38,651.6,519.302
700,0.9963,3869.77,628.916,473.398
600,0.9959,4152.6,601.922,422.901
500,0.9945,4552,569.348,367.291
400,0.9943,5124.38,528.95,306.534
300,0.9925,6009.69,475.378,241.431
250,0.9926,6701.09,441.886,207.454
200,0.9903,7653.86,402.049,171.307
180,0.9898,8189.98,383.708,156.088
160,0.9895,8804.49,363.591,140.623
140,0.9893,9600.06,341.358,124.84
120,0.9873,10621.2,316.726,108.649
100,0.9848,11913.2,288.907,92.009
90,0.9835,12753.7,273.79,83.662
80,0.9826,13729.9,257.73,75.307
70,0.98,14977.5,239.888,66.784
60,0.9782,16337,221.3,58.278
55,0.9767,17473.3,211.156,54.009
50,0.9736,18379.4,200.324,49.639
45,0.9709,19782.2,188.972,45.208
40,0.967,21202.2,177.14,40.732
35,0.9643,23027.7,164.73,36.325
30,0.9609,25275.1,151.621,31.88
25,0.9533,27989.3,137.555,27.338
20,0.9403,31872.3,121.592,22.641
15,0.9198,36932.6,104.768,18.03
10,0.8755,45405.9,85.571,13.27
